,Name,Schulart,Adresse,Stadtteil,Breitengrad,Längengrad,Klasse 1 (gesamt),Klasse 2 (gesamt),Klasse 3 (gesamt),Klasse 4 (gesamt),Klasse 5 (gesamt),Klasse 6 (gesamt),Klasse 7 (gesamt),Klasse 8 (gesamt),Klasse 9 (gesamt),Klasse 10 (gesamt),Klasse 11 (gesamt),Klasse 12 (gesamt),Klasse 13 (gesamt)
0,PRIMUS-Schule Münster,Primisschule,"Hogenbergstraße 160, 48153 Münster",Berg Fidel,51.9246017,7.616106575165615,51,68,56,35,58,45,52,48,56,58,0,0,0
